title,rating,stars
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
我家徒弟又挂了,5.0分,"付枚,张博涵,蔡俊涛,徐扬灏"
九州天空城,1.0分,"张若昀,关晓彤,刘畅,鞠婧祎"
你好，旧时光,3.3分,"李兰迪,张新成,周澄奥,李牵,许梦圆,赵健雷,汤梦佳,曹恩齐,陈鹏万里,柳俊岐,姜嫄,蒋宜儒,张磊,宁理,方文强,高文峰,李博洋,胡世群,田宜峰,梁浩,刘启恒,蒯"
欢乐颂2,9.0分,刘涛/蒋欣/王子文/杨紫
火蓝刀锋,4.1分,"杨志刚,郑凯,白威,赫子铭"
法医秦明2,3.0分, 刘冬沁 / 刘畅 / 于莎莎 / 杨凯淳 / 王辉
不可思议的晴朗,5.0分,"潘宥诚,赵昭仪,罗正,陈意涵"
奋斗吧，少年！,2.0分,"彭昱畅,董力,张逸杰,谢彬彬,朱致灵,徐可,吴旭东,李鹤,樊霖锋,李娜,姜山,宋伊人,刘泳希,卢佳"
时间都知道,4.0分,"唐嫣,窦骁,杨烁,吕一,蓝盈莹,周奇奇"
天真派：西游记,1.0分,"葛奕德,段智文,万君逸,董家忱,高琳子,孟芷旭,苏魏舞,燕书怡,丁志轩,邓琳漾,余亚颖,马英智,李渃主,武冠宇,董祚杭,杨知周,赵晨翔,陈浩南,姜姝含,姚雯嘉,蔡嘉诚,丘嘉豪,陈荣达,卢仕轩,刘文振,陈舒宜,蒋韵兮,袁梦儿,孙雯荞熙,李佩璇,段静雨,叶羽茜,金陈沂久,李鑫鸿,袁晟博,任俞先,丁宇翾,李俊达,王芊芊,王钟源,赵亦普,张耀华,刘琦炜,罗自豪,王宇航,林博勋,李子谦,孔瀚,王中赫,程思远"
无间道第三季,2.5分,"王阳,罗仲谦,任贤齐,罗嘉良"
我爱你,1.0分,"周陆啦,薛卉葳,孙嘉琪,黄俊之,宋一雄,宁元元"
爱情公寓4,5.0分,"娄艺潇,陈赫,李金铭,孙艺洲"
那年夏天有风吹过,4.3分,"蔡尧,朱玉,刘育同,冷心清,孟子荻"
再见，将来,3.0分,"罗彬,李萌萌,张敬言,王永超,马宁,沈泰"
一起来看流星雨,4.0分,"郑爽,张翰,俞灏明,魏晨"
手术两百年,3.0分,"郎景和,戴尅戎,孙颖浩,李汉忠"
一起又看流星雨,3.5分,"张翰,郑爽,俞灏明,朱梓骁"
少年江湖物语,1.0分,"周彦辰,骆明劼,苏晓彤,宋继扬,谢兴阳,刘剑羽,戴祖雄,王倩,范奕泽"
天雷一部之春花秋月,4.1分,"李宏毅,赵露思,吴俊余,姜嫄,盛蕙子"
长安十二时辰,4.0分,易烊千玺 / 雷佳音 / 周一围 / 杰曼·翰苏 / 韩童生
神犬小七第三季,1.0分,姜潮 / 宋妍霏 / 王洋 / 徐可 / 王煜
乡亲乡爱,5.0分,"范伟,刘冠言,潘小样,王纯,黑妹,蒋诗萌"
我不能恋爱的女朋友,2.0分,"乔欣,许魏洲,王亮"
神探柯晨,4.0分,"黄志忠,吴刚,柳小海,李倩,左小青,沙溢,柯蓝,吴越,邵兵,谭凯,王劲松,包贝尔,赵龙豪,金士杰,白志迪,程煜,吕一,练束梅,周晓鸥,黄薇"
我的白鲸男友第二季,3.0分,"李俊辰,王瑛瑛,闻钦,黄小戈,何达"
我的白鲸男友,5.0分,"李俊辰,王瑛瑛,闻钦,黄小戈"
谁说我结不了婚,3.0分,"潘粤明,童瑶,陈数,袁文康,许芳铱,李燊,董又霖,王阳,林佑威,吴宇恒"
我心深触,5.0分,"周澄奥,王可如,李茂,崔心心,王新"
任凭时光沸腾,1.0分,"戴菲,刘易正,曹璐,吴一逊,小伍"
追球,3.0分,"范世錡,卜冠今,李艺彤,黄圣池,朱元冰,李汶翰,卢洋洋,洪潇,李希侃,张智尧,张叹,邓尚"
我的盖世英雄第二季,4.0分,"任宥纶,廖语辰,卢东旭,章乐韵,朱凌雾,张哲华"
我的盖世英雄,2.0分,任宥纶 / 廖语辰 / 卢东旭 / 章乐韵
带着爸爸去留学,4.0分,"孙红雷,辛芷蕾,曾舜晞,蒋依依,刘敏涛,涂松岩,杨玏,檀健次"
当她恋爱时,5.0分,"何花,王瑞昌,罗正"
暗恋橘生淮南,3.7分,"朱颜曼滋,赵顺然,沈雨,张亦驰,梦秦,陈泇文,张哲浩,何美璇,袁百梓卉,黄世超,郭泱,龚帆,李金哲,国依铭,张思乐,买政尧"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
读心探案,3.0分,"刘晓晔,孙浩洋,方涛,康恩赫,霍蓉,苏濛濛,刘涛,于又川"
陪你到世界之巅,4.4分,"王一博,王子璇,严禹豪,丁冠森,吕小雨,焉栩嘉,程启蒙,胡耘豪,卢洋洋,高泰宇,王姿允,宝弟,黄馨瑶"
未来的秘密,3.0分,"丁禹兮,黄米依,曾淇,姜嫄,张开泰,杨雨潼,何炅,王琳,言承旭,王大陆,彭昱畅"
水男孩,3.0分,"周孝安,曾恺玹,海陆,韩承羽,廖威廉,钟凯,徐小飒,龚海铭,赵刚,陶灏景,史元庭,任潇楠,胡影怡,向云龙,马启光,李乐儿"
强风吹拂(电视剧),5.0分,邢昭林 / 李凯馨 / 查侬·散顶腾古 / 郭
筑梦情缘DVD版,5.0分,"霍建华,杨幂,曾江,冯雷,姜宏波,张峻宁,葛施敏,章申,曲高位,王骁"
盗墓笔记之怒海潜沙,3.9分,"侯明昊,成毅,李曼,张博宇"
动物管理局,3.5分,"陈赫,王子文,唐晓天,孔宋今,谭泉,黄一琳,黄天元,龙斌,郭京飞,海一天,凤小岳"
恋爱迷宫,2.0分,吴竹青 龙一一 林铭乐
极限17 羽你同行,4.0分,"杨超越,梁靖康,祝子杰"
非常Y星人,2.0分,"徐立,强川,袁昊,刘佳榆"
凤弈,5.0分,"何泓姗,徐正溪,曹曦文,黎耀祥,刘敏,崔鹏,罗秋韵,汪汐潮"
麦香,2.0分,"傅晶,盖克,何音"
余罪 第二季,4.0分,"张一山,吴优,常戎,张锦程"
爵迹临界天下,2.0分,"郑元畅,张铭恩,黄梦莹,季晨,熊乃瑾,朱杰"
青囊传,4.3分,"李宏毅,赵露思,张思帆,徐艺方,冯俊熙,吕颂贤,谢君豪"
班长殿下,4.0分,"牛骏峰,邢菲"
女校男生,2.0分,高戈/翟冠华/吴桐/张如杰/萧传勋/赵芝玉/王烈/高曙光/黑妹/盖克/朱淇/杨宇
齐丑无艳,4.0分,"郝文婷,高海诚,武虹言,闫立飞"
医妃难囚,1.0分,"杨安琪,盛英豪"
鳄鱼与牙签鸟,5.0分,"张天爱,陈柏霖,吴昊宸,黄一琳,刘凯"
戏隐江湖,1.0分,"陈信喆,郑湫泓,张本煜,刘循子墨"
时空侠,4.0分,"杜维瀚,孙瑜,王双宝,孙若飞"
亲爱的婚姻,2.0分,"马天宇,刘涛,王耀庆,马羚,吕佳容,李茂,郑罗茜,崔志刚"
当个大小姐真难,4.0分,"林佳棋,佟晶莹"
马卡龙少女,4.0分,"陈芋米,吕勇卓,蒲萄,刘名凯"
我的真朋友,1.0分,"杨颖,邓伦,朱一龙,许娣,谭凯,李晓峰,李芯逸,姚安濂,张晚意,徐好,田曦微,倪大红,丁嘉丽,杨青,于明加,杨昆"
我要和你在一起,2.5分,"柴碧云,孙绍龙,奇凌,王渊慧,沈陶然,万思维"
失踪人口,1.0分,"吕聿来,刘畅,陈小纭,陈昊宇,赵阳,张植绿,王梓尘"
白发,3.0分,"张雪迎,李治廷,经超,罗云熙,陈欣予,书亚信,王嵛,徐可,高广泽,米咪,田雷,田海蓉,黄灿灿"
因法之名,5.0分,"李幼斌,张丰毅,李小冉,石天琦,李岷城,王骁,隋咏良,史兰芽,马少骅,马晓伟,苇青,吴竞,栾元晖"
亲爱的，没想到吧,2.0分,高海宝 李海银 金春花 郝瀚 许吴彬 赵一霖
我们的生活充满阳光,2.0分,"巩汉林,邵峰,李然,侯振鹏,张哲华,杜帅"
何人生还,5.0分,"吴文璟,李沐宸,李又麟,武宾,李天涯,侯拂明"
破冰行动,4.1分,"黄景瑜,吴刚,王劲松,任达华,李墨之,张晞临,马渝捷"
筑梦情缘,1.0分,"霍建华,杨幂,曾江,冯雷,姜宏波,张峻宁,葛施敏,章申,曲高位,王骁"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
听雪楼,5.0分,"秦俊杰,袁冰妍,韩承羽,林源,袁澧林,赵东泽,宣萱,白澍,李若嘉,张天阳,付梦妮,张洋,郭喆"
导演对我下手了,5.0分,"刘背实,童瓜,王歆霆,向夏,派翠克,嗯呐朱莉,辣目洋子,尧洋,苑琼丹,李国麟,金靖,陈柯宇,张猫"
守望正义,5.0分,"潘雨辰,丁勇岱,高明,秦丽,果靖霖,吕毅"
有些室友不能碰,3.0分,莫茜，张凡，杨琳岚，赵旭，吴冠颖，籍皓，郭诗佳，谭嘉豪，黄梓凌
夜空中最闪亮的星,5.0分,"黄子韬,吴倩,牛骏峰,曹曦月"
青春斗,2.7分,"郑爽,盖玥希,徐悦,陈小纭"
老酒馆,2.0分,"陈宝国,秦海璐,冯雷,刘桦,程煜,冯恩鹤,王晓晨,巩汉林,方清平,牛犇,石兆琪,白志迪,曹可凡,岳红,张晞临,袁姗姗,屠洪刚,陈月末,姬他,谭峰,刚毅,寒青,王晓龙,萧松原,田小洁,张可盈,曹梦格,马程程,冯瓅,曲栅栅,蔡荣"
外星女生柴小七,2.0分,"徐志贤,万鹏,杨玥,王宥钧,书亚信,王皓祯"
拜见宫主大人2,4.0分,"关智斌,孙雪宁,李诺,刘骐"
燕阳春,4.0分,"徐百卉,刘牧,景宝儿,刘誉坤,王咖淇,高峰,李思博,金宁,姚刚"
燃烧2020,3.4分,"经超,张佳宁,奚美娟,邬君梅,谭凯,林籽,张俊鸣,张志坚,刘敏涛,杜志国,冯雷,汤镇宗,王双宝,朱锐,金珈,张岩,麻峻,崔绍涵,林乐炫,韩潇珧,惠园,孔嫚"
能耐大了,5.0分,"张鹤伦,栾云平,杨九郎,孟鹤堂"
大宋北斗司,1.0分,"徐可,代露娃,张雨剑,黄灿灿"
一场遇见爱情的旅行,3.0分,"陈晓,景甜,何明翰,秦杉,李菁,王策,管梓净,刘威,丁勇岱,刘奕君,那威"
暴走武林学园第二季,1.0分,"庞瀚辰,关芯,文生,夏若妍,左其铂,柏程俊,朱云龙,田书臣,何屹繁,苟晨浩宇"
暴走武林学园第一季,1.0分,"庞瀚辰,关芯,文生,夏若妍,左其铂,柏程俊,朱云龙,田书臣,何屹繁,苟晨浩宇"
没有秘密的你,5.0分,"戚薇,金瀚,王阳明,黄梦莹,黄征,黄一琳,张瑞,吴亚衡"
九千米的爱情,3.5分,"王以纶,李婷婷,张奕聪,吴雨橦,夏之光,刘洛汐"
一路向暖第一季,1.0分,范晓东 苏梦芸 李九霖 叶蓁
人鱼恋爱法则,4.0分,王彦彬/李俊瑶/范晓东/苑立若心/郝明奇/石雪婧/何其炜
陆战之王,3.0分,"陈晓,王雷,吴樾,张雅钦"
我的单板女孩第二季,4.0分,"李川,康宁,博尔吉特,刘婧"
读心,3.0分,"李小璐,李佳航,李泽锋,陈小纭,毛毅,门东毅,孙艺宁,赵楚纶,王永强,刘美人"
蛋黄人,1.0分,"林柏宏,虞朗,于翔,陈碧舸,范立美,高至霆"
诊室疯云,2.0分,陈一/王培祎/回想/刘梦梦
走进你的记忆,2.0分,"赵志伟,宋妍霏,钟祺,汪卓成,吴恙"
星座值守恋人,5.0分,"朱戬,王静薇"
善始善终,3.8分,"秦俊杰,孙铱,薛皓文,尹子维,李坤霖,王永泉,汤镇业,邹敦明,杜玉明,田昊,李培铭,李少亭,林威,王博,田璐,支一"
爱情公寓3,4.5分,"娄艺潇,陈赫,邓家佳,王传君"
爱上邻家主厨,5.0分,"王莎莎,张耀,安子杨"
满满喜欢你,3.4分,"鲁照华,刘昱晗,谢治勋,韩昕妤,刘胤君,孙琰清,宁文彤"
伟大的转折,2.0分,"侯京健,马晓伟,许敏,王韦智"
谋爱上瘾,1.0分,"陈艳茜,蒙恩,祖怀,杜雯静"
遇见幸福,3.0分,"蒋欣,李光洁,郭京飞,刘孜,刘佩琦,钱芳"
象限之眼,1.0分,"赵亮,郭万超,廖越,高磊,雷波"
玲珑局,3.0分,余文乐 / 颖儿 / 徐洁儿 / 高健 / 海悦
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
烈火军校,5.0分,"白鹿,许凯,李程彬,尹正,董力,安悦溪,吴佳怡,高雨儿,左小青,邵兵,易柏辰,刘润南,王一哲,刘思博"
摩天大楼,5.0分,"郭涛,杨子姗,杨颖,焦刚,刘丹,倪虹洁,吕聿来,郑人硕,马亮,孔雁,张柏嘉,马小媛,曹恩齐,王圣迪"
我的莫格利男孩,3.3分,"马天宇,杨紫,傅孟柏,王真儿,任言恺,黄灿灿,吴昊泽,郑湫泓"
谁的青春不叛逆,1.0分,"于朦胧,毛晓彤,梁大维"
四大才子番外之真假唐伯虎,4.0分,文松、钱泳辰、贾冰、王汝刚、潘前卫、马倩倩、郝爽、薛文彬
你是我眼中的山川和海洋,2.0分,"黄圣池,樊治欣,庄达菲,马芯妤,林潇,金凯德,范瑞雪"
拜托啦师兄,3.0分,"徐开骋,王家珧,刘帅良,陈诗敏,范津玮"
最美的安排,3.0分,"范明,颜丹晨,张大静"
山月不知心底事,1.0分,"宋茜,欧豪,孙铱,唐禹哲,夏宁骏,万潼,林田媛,丁勇岱,温峥嵘,李崇霄,杨童舒,夏恩"
金斩，有何贵干？,4.0分,谢兴阳 叶盛佳 魏笑
骄阳似火,3.0分,"邝晓彤,赵今夏,徐瑞霖,舒贵霖"
天衣无缝,1.0分,"秦俊杰,徐璐,陆毅,胡海锋"
暗黑者3,3.0分,"郭京飞,李倩,魏千翔,曲少石"
玛丽学园,4.0分,"蒋毓玮,方楚彤,吴瑞淞,董芷依"
晨阳,4.7分,"杨仕泽,蔡知辰,冯建宇,吕星辰,刘思远,任宥纶,范亦泽,赵科,李雅男,张楠,小鬼,朱星杰,周彦辰,鞠可儿,张叹,周鑫,丛健彰,李之繁,姜峰,宁小花"
我的波塞冬,3.3分,"张云龙,李凯馨,张峻宁,龙政璇,刘俊孝,乔璇,隋雨蒙,邱震瀚"
花千骨,1.0分,"霍建华,赵丽颖,蒋欣,张丹峰"
致我们暖暖的小时光,3.5分,"邢菲,林一,唐晓天,郑英辰,周峻纬,依莎,张皓伦,厉梦帆,周紫馨,节冰,高煜霏,祝康笠,陈晶晶,朱拉拉"
民国少年侦探社,4.0分,"虞祎杰,刘彤,张玮航,李星,于美红,郑丞丞,易柏辰,包小松,熊梓淇"
倚天屠龙记,1.0分,"苏有朋,贾静雯,高圆圆,张国立"
少林小英雄,4.0分,"郝怡霖,释小松,刘大刚,谢小雨"
爱上你治愈我,5.0分,"窦骁,苗苗,彭冠英,王思思,金士杰,潘虹,白客,周一围,张峻宁"
面具背后,2.0分,"李东学,张俪,林源,胡海锋,寇振海,何赛飞,冯恩鹤,俞小凡"
黄河英雄,2.0分,"张粟,徐囡楠"
永远的战友,2.0分,"黄薇,刘劲,罗忆楠,赵培琳,张洪杰,埃米尔,郑巧,张泉霖,王雷,石靖民"
新白娘子传奇,2.0分,"于朦胧,鞠婧祎,裴子添,肖燕"
御狐之绊第一季,5.0分,"冯铭潮,张籽沐,杨恭如,李彩桦,奚美娟,邢恩,于京田,金美伶,方晓莉,姬天语"
我们的十八岁,3.0分,"张弛,姜星呈,石晶晖"
女人当官2,4.0分,"闫学晶,英达,张大静,巩汉林,张海燕,刘流"
我只喜欢你,2.0分,"吴倩,张雨剑,赵志伟,马栗,安戈,谢雨桐"
古剑奇谭,4.0分,"杨幂,李易峰,马天宇,乔振宇"
出线了，初恋,5.0分,"陈子由,郑合惠子,杨业明,孙嘉璐,李九霖,荣梓希,白凡,傅天骄,陈奕恩,杨川北,张屹杨,王雅琪,颜敬杰,张恪维,莫乔,张翊博,霍星宇,高一典,秦震,边一鸣,张计明"
反恐特战队之天狼,5.0分,"杨旭文,代斯,魏晨"
绽放吧百合,5.0分,"姚芊羽,李凤绪,李诚儒,赵丽娟,李肖宁,周梦萱"
哦！我的皇帝陛下第一季,2.0分,谷嘉诚/伍嘉成/肖战/赵露思/彭楚粤/陈泽希/焉栩嘉/谢林彤/宋楠惜/郭子凡/夏之光/赵磊/王竟力
你好，对方辩友,4.0分,"潘宥诚,林昕宜,杰士鸣,焦娜,吴岳卿,姜贞羽,刘些宁"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
欢喜猎人,2.0分,"包贝尔,贾玲,包文婧,林雪,张小斐,戚玉武,赵奕欢,林爽,卢思宇,德柏,朱天福,魏翔,曾一竣,罗家英,文松"
嗨友记,2.0分,"张涛,王玉婷,孙栋玮,陈玲琳,单仁冰,龚丽哲"
绅探,1.0分,"白宇,尤靖茹,季晨,何涌生,董维嘉,张衣,陈孟奇,韩烨"
罪夜无间,5.0分,"王泷正,甘露,纪宁,阿楠,梁大维,唐以诺,郭震"
飘香剑雨,3.8分,"吴优,任言恺,高广泽,肖燕"
画江湖之不良人2（真人版）,2.0分,"郑业成,蔡文静,李纯,栾蕾英,范世錡,季晨,马薇,张静初,王泷正,陈若轩,雯昭,王滋润,刘峰超,杨帆,杨韬歌,王沛禄,蒋诗萌,韩鹿,戴菲,侍宣如"
陈二狗的妖孽人生,2.0分,"赵炳锐,王姿允"
镇魂街,10.0分, 汪东城 安悦溪 侯明昊
墓王之王,5.0分,"易柏辰,马振桓,王玥婷,孙露鹭,陈雨成,赵子络,韩忠羽,刘彤,​梁博文,王静薇,李璐兵,张冬,姜萌轩,周小飞,李晓峰"
征服,5.0分,"孙红雷,江珊,石兆琪,刘威葳"
乐俊凯,3.0分,"张钧甯,何润东"
桃花劫,1.0分,"张玉嬿,江宏恩,林韦君,霍政谚"
理想禁区,1.0分,内详
超兽武装之勇者无惧,1.0分,"祖晴,陆双,赵然,邓红"
心理罪,4.0分,"陈若轩,付枚,王泷正,温心"
西游记,3.0分,"六小龄童,迟重瑞,马德华,汪粤"
江湖儿女,5.0分,"赵涛,廖凡,徐峥,梁嘉艳"
陆贞传奇,5.0分,"赵丽颖,陈晓,乔任梁,刘雪华,杨蓉,唐艺昕,张可颐,吴映洁,王琳,习雪,姜鸿,金巧巧,韩栋"
地灵曲,1.0分,"郝祥海,图特哈蒙,陆庚宜,刘明月"
领风者,2.0分,"藤新,山新,陈思宇,图特哈蒙"
摧毁,4.0分,"傅程鹏,宁晓志,张澎澎"
匆匆那年,3.2分,"杨玏,何泓姗,白敬亭,杜维瀚"
枪娘,5.0分,"苏婉,醋醋,沐霏,降温"
泡沫之夏,4.0分,"张雪迎,秦俊杰,黄圣池,陈欣予"
末世觉醒之入侵,4.0分,"陆建艺,季冠霖,边江,白禹飞"
端脑,8.0分,戚薇 赵奕欢 朱元冰
斗破苍穹之大主宰,3.0分,"痞子鸭,银子,叶言君"
斗罗大陆2绝世唐门,5.0分,山新/小连杀
斗罗大陆2 绝世唐门 荣耀篇,4.0分,内详
猛兽战警,4.0分,内详
斗魂卫之玄月奇缘,2.0分,"曹云图,杏林儿,雨辰,囧森瑟夫"
在悠长的时光里等你,5.0分,"田曦薇,张永博,于跃,杨尚娴"
幻界王,4.0分,内详
少年歌行,2.0分,"张博恒,赵毅,阿杰,杨婧"
狐妖小红娘,3.0分,"阿杰,刘校妤,乔诗语,阎萌萌"
狐妖小红娘：两生花篇,4.0分,内详
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
狠西游第2季,2.0分,"林强,图特哈蒙,李兰陵,杨天翔"
人民检察官,4.0分,"殷桃,于震,于荣光,郭凯敏"
热血青春,3.0分,"张一山,蓝盈莹,张潇恒,王莎莎"
拳皇命运,2.0分,"詹佳,傅森,张欣,樊俊航"
全职法师 第三季,2.0分,"黑石稔,冯骏骅"
英雄联盟,1.0分,"王挺,王珂,魏炳桦,胡洋"
等到烟暖雨收,1.0分,"何蓝逗,冯荔军,刘泽庭,章煜奇"
杨光的快乐生活6,2.0分,"杨议,杨少华,韩兆"
潜伏2009,5.0分,"孙红雷,姚晨,沈傲君"
双世宠妃Ⅱ,5.0分,"邢昭林,梁洁,王瑞昌,钟祺"
庆余年第一季,4.0分,"张若昀,李沁,陈道明,吴刚,于荣光,辛芷蕾,宋轶,刘桦,田雨,郭麒麟,肖战,李小冉"
