title,rating,stars
百炼成钢,3.5分,"王雷,夏德俊,汪涵,朱刚日尧,刘威,陈晓,张新成,佟丽娅,于洋,郭晓东,李乃文,赵樱子,乌日根,黄勐,董力,赵志伟,李博,刘烨,何晟铭,王帅,李泽锋,佟梦实,王梓权,石洁茹,李佳航,梁田,马梓铭,张凌赫,孙璞,郑伟,孙锡堃,章煜奇,张琛,张浩哲,刘冬沁,蔡程昱,李小萌,黄烁文,王天辰,戴向宇,范雷,刘凯,威力斯,黄灏楠,苗驰,李麟,曹海涛,曹克难,迟帅,丁柳元,林江国,王劲松,彭小苒,李健,李晟,"
雁归西窗月,4.0分,"曾舜晞,梁洁,樊治欣,刘洛汐,李九霖,李欣泽"
猎狼者,5.0分,"秦昊,尹昉,黄子星,沈佳妮,余皑磊,赵魏,隋咏良,尹铸胜,贾宏伟,韩秋池,王翌舟,杨奇雨"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
思美人,2.0分,"马可,张馨予,乔振宇,易烊千玺"
罪案心理小组X,4.0分,"张超,米露,李晨浩,王润泽"
柒个我,3.5分,"张一山,蔡文静,张晓谦,王森"
十荒六梦之初恋,2.0分, 龚俊 / 戚砚笛 / 宣璐 / 王一博 / 周雨彤 / 丁禹兮 / 张馨予
一不小心捡到爱,5.0分,"赵露思,刘特,周峻纬,漆培鑫,李沐宸,刘胤君,张研,贺鹏,宗元圆,刘哲珲"
完美的他,3.0分,"何洛洛,张凌赫,代露娃,颜安,范帅琦,常斌,黄德毅,李百惠,范静祎,明道,恬妞"
机智的恋爱生活,3.0分,"季肖冰,金沫汐,夏宁骏,彭必瑶,,许伟豪,杨懿"
叛逆者,2.8分,"朱一龙,童瑶,王志文,王阳,朱珠,李强,张子贤,姚安濂,袁文康,代旭"
爱上特种兵,3.0分,"黄景瑜,李沁,杨舒,聂子皓,姜嫄,赵荀,傅浤鸣,于跃,费鲤齐,刘晓洁,徐洪浩"
以家人之名,3.0分,"谭松韵,宋威龙,张新成,孙铱,何瑞贤,安戈"
反恐特战队之猎影,4.0分,"黄维德,牟星,何晟铭,王斑,石兆琪"
我们都要好好的,3.3分,"刘涛,杨烁,金晨,刘端端,张艺瀚,程琤,蔡子伦,王若雪,任丽"
太空有点烫[普通话版],4.0分,"叶小开,马梦乔,徐荷媛,周朗,裕东"
太空有点烫[方言版],5.0分,"叶小开,马梦乔,徐荷媛,周朗,裕东"
我亲爱的“小洁癖”,2.0分,"沈月,刘以豪,代云帆,闫桉,苏梦迪,林柏叡,黄思瑞,谭泉,肖燃"
双世宠妃Ⅲ,2.0分,"邢昭林,梁洁,王瑞昌,辛瑞琪"
夜凛神探第二季,3.0分,"陈子由,杨馥羽,李熹子,朱容君,杨棋珺,王胜凯,宗峰岩"
胭脂债,5.0分,"于文文,杨业明,戚砚笛,姚望,汪卓成,王珮寒,王佳宁,徐天豪,黄千硕,王苗"
放学别走,4.5分,"李婷婷,姚弛,李俊霆,许清雅,李则慧,张樟,熊稳稳,张航瑜,彭雅琦,罗辑"
青春须早为,2.0分,"胡一天,钟楚曦,吕承珏,胡丹丹,高曙光,刘启恒,安泳畅,梁大维,金丰,张瀚文,陈偌汐,邓英,蓝城,李峥,李佳蔚"
二龙湖爱情故事2021,2.3分,"张浩,徐子涵,郑胖,李野"
遇龙,1.0分,"王鹤棣,祝绪丹,邓为,潘美烨,朱赞锦,代文雯,战宇,杨之楹"
温暖的味道,5.0分,"靳东,李乃文,毛晓慧,吴越,高露,王梓权,李洪涛,黄曼,姜寒,李昊臻,赵柯"
我和我的时光少年,3.0分,"邓恩熙,张凌赫,任世豪,谭盐盐,张家硕,郭欣禹"
马大帅III,3.0分,"赵本山,孟真,范伟,王雅捷,赵钢"
壮志高飞,3.0分,"陈乔恩,郑恺,朱梓骁,吕一,胡兵,赵子琪,吴建飞,王佳宇,董晨,何中华,方晓莉,李颖,廖京生,邵兵,白凡,许晓晗,张洋,刘威龙,郭冬冬,姚书豪,刘卫华,刘洁,贺刚,邵颜渊"
飞鸟集,3.0分,"徐璐,高至霆,邱赫南,淮文,予辰,文生,吴越,谢君豪,宋运成,谭凯,徐洁儿,林静,龙飞,徐崴罗,张隽溢,胡睿,孙婉婷,丁冠中,崔恩慈"
美好的日子,2.5分,"王千源,童蕾,张丰毅,丁嘉丽,于明加,张铎,王迅,徐梵溪,潘之琳,倪虹洁,田昊,吴彦姝"
理想照耀中国,5.0分,"王凯,王劲松,靳东,刘奕君,赵丽颖,章子怡,王一博,佟丽娅,王俊凯,侯勇,杨童舒,李一桐,陈晓,邓伦,侯明昊,张雪迎,林永健,严屹宽,彭小苒,陈恒,成毅,陆毅,袁冰妍,张婧仪,董璇,张嘉倪,王圣迪,杨了,李锐,黄品沅,张晶晶,索朗旺姆,普布次仁,,宁心,章煜奇,李梦男,刘天佐,刘宥畅,刘磊磊,次仁央坚,索娜曲吉,格尔·才让卓玛,赤列白姆,梦晨,牛骏峰,赵珞然,谭松韵,平安,于晓光,邵杰睿,潘悦,王"
古镜,2.0分,"郑希怡,应昊茗,张雪迎,伍麟凯"
独生子女的婆婆妈妈,4.0分,"童瑶,李健,刘一含,曹征,彭玉,许娣"
我的亲爹和后爸,2.0分,"张译,张国立,李建义,姚远"
离婚前规则,4.0分,"贾乃亮,白百何,高露,是安"
落地，请开手机,3.0分,"孙红雷,傅晶,章申,甘婷婷"
孤岛飞鹰,5.0分,"张子健,梁冠华,曲栅栅,苑冉"
鸣鸿传,5.0分,"张亮,白客,陈都灵,吴优"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
家有儿女初长成,5.0分,"张一山,高亚麟,王琳,张晔子"
冒险王卫斯理之支离人,4.0分,"余文乐,胡然,任达华,林家栋"
我的青春遇见你,3.0分,"魏千翔,姜妍,张小磊,姚安濂"
二胎时代,4.0分,"王晓晨,蒋毅,米露,杨菲洋,陈亦飞,顾艳,曲隽希,杨青,韩青,唐群,李文俊,钟夫翔,钮宝平"
女生日记之做决定事务所,4.0分,"陆妍淇,高瀚宇,邓宁 Ning Deng,张倩铭"
文房四宝,5.0分,"张铁林,廖晓琴,李诚儒,池华琼"
马大帅,1.0分,"赵本山,范伟,王雅捷,孟真,赵钢,高明娥,曹佳睿"
温州一家人,1.0分,"李立群,迟蓬,张译,殷桃"
你是我的眼,4.0分,"沈腾,许龄月,贾玲,曹海军"
妈妈圈的流言蜚语,4.0分,"邬君梅,刘蓓,孔琳,王一楠"
蔚蓝50米,9.0分,"赵志伟,徐洋,何昕霖,张瑞涵,李昕哲,孙伟豪,杨天琪,顾权,张艺驰,优优,王菁,冯晓峰,柳扬,李连正"
致命行动,5.0分,"张桐,崔波,王志飞,王奎荣"
海上繁花,4.1分,"窦骁,李沁,张云龙,王瑞子,李亭哲,艾如"
月光变奏曲,4.0分,"虞书欣,丁禹兮,杨仕泽,马吟吟,王汀,叶筱玮,秦沛,朱泳腾,周璞"
伪装者,2.0分,"胡歌,靳东,刘敏涛,王凯"
维和步兵营,5.5分,杜淳  贾青  徐洪浩  孙晶晶
土地公土地婆,2.0分,"谭耀文,穆婷婷,蒲巴甲,廖碧儿"
如若巴黎不快乐,4.2分,"张翰,阚清子,林雨申,张雅玫"
大明按察使后传,4.0分,"姚橹,李芯逸,郑伟"
同学两亿岁,4.0分,"朱致灵,李庚希,梁宝羚,昌隆"
铁道游击队,4.0分,"赵恒煊,史兰芽,刘长纯"
甜心软糖,1.0分,"马倩倩,郑鹏,王文轩,周慧"
龙门飞甲,4.0分,"聂远,毛俊杰,高虎,樊少皇"
天网行动,2.0分,"霍政谚,朱研,谭峰,朱一龙"
恋与偶像第二季,3.0分,"刘冬沁,崔莉雅,王梓薇,周彦辰"
天若有情,5.0分,"徐帆,侯天来,张涵,王新军"
天乩之白蛇传说,3.7分,"杨紫,任嘉伦,茅子俊,李曼"
昙花梦,2.0分,"乔振宇,安以轩,郭晓婷,巫刚,田宇鹏,王品一,朱亚英,王伟,马仑,屈刚,周翔,司源,任大为,麦克,张天霖,吴玉芳,乔立生,付柔美琦,乔波波,孙毅"
铁血军魂,5.0分,"章贺,李曼"
彗星来的那一夜,2.0分,"符龙飞,汤梦佳"
天真派：武林外传,4.2分,"郭飞歌,陈禹同,陈舒宜,王舒瑶"
天下无诈,4.0分,"郭晓东,徐悦,王茜,巴图"
天涯明月刀,3.0分,"钟汉良,张檬,张定涵,陈楚河"
东山晴后雪,3.6分,"李溪芮,刘冬沁,崔绍涵,黄奕"
龙城1937,3.0分,袁弘许还幻李常宏袁志博沈丹萍
可惜不是你,8.0分,范世錡  宋妍霏  肖顺尧  陈斯琪
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
贴身校花之君临天夏,8.0分,张语格  乔楚航  王润泽  SNH48张丹三  商侃
半妖倾城2,4.0分,"张哲瀚,李一桐,阚清子,戴向宇"
税务所的故事,2.0分,"英达,梅婷,贾妮"
新梁山伯与祝英台,3.6分,"董洁,何润东,陈冠霖,寇振海,岳跃利,邬倩倩,车永莉,贾兆冀"
大城小爱第二季,2.0分,"晏维,潘潘,冯青,谢绿路"
正者无敌,3.0分,"陈宝国,陈数,陈月末,张檬,唐一菲,姚刚,杨猛,修宗迪,米学东,赵奎娥,张一鸾,钱志"
克拉恋人,3.0分,"唐嫣,郑智薰,罗晋,迪丽热巴"
超新星全运会,2.0分,"孟美岐,吴宣仪,杨超越,段奥娟"
超能造梦 第一季,4.0分,"刘芮麟,郑合惠子,潘霜霜"
啦啦啦德玛西亚 第三季,4.0分,"赵信,盖伦,嘉文"
啦啦啦德玛西亚第二季,1.0分,"盖伦,赵信,卡特琳娜,厄运小姐"
铁齿铜牙纪晓岚4,2.0分,"张国立,王刚,张铁林,袁立"
拯救者,3.0分,"王俊毅,唐熙,赵文琪,金钊,司源,沈佳"
向警予,5.0分,"胡静,刘毅然,隋咏良,侯京健,肖婷佳,吴冕,郭玮洁,姜峰,黄品沅,由立平"
孝庄秘史,5.0分,"宁静,马景涛,刘德凯,邬倩倩"
小心！我要放大招了,2.0分,"刘雅瑟,赵诚宇,廖俊涛"
超能造梦 第二季,2.0分,"刘芮麟,郑合惠子,潘霜霜"
好雨知时节,4.0分,"任正斌,黄小蕾,林依婷,刘凌志,李强,牛飘,王绘春,王思懿,郭铁城,解至腾,明莉,钱志,乔牧,沙景昌,赵龙豪,刘一莹,孙文学"
蜀山战纪之剑侠传奇,1.0分,"赵丽颖,陈伟霆,吴奇隆,叶祖新"
参工传奇,4.0分,"宗峰岩,汤镇宗,王靖云,刘交心"
昆仑阙之前世今生,3.0分,"张馨予,徐海乔,苏青,吕聿来"
别说爱情苦,3.0分,"马伊琍,孙玮,肖荣生,陈锦鸿"
暴走恐怖故事 第五季,5.0分,内详
铠甲勇士猎铠,4.0分,"蔡荣,阿部快征,郑明洋,韩欣桐"
暴走恐怖故事 第一季,1.0分,内详
绝世千金 第二季,2.0分,"龚俊,郑湫泓"
迷雾1945,1.0分,"温峥嵘,刘冠成,刘金山,马藜"
不得不爱,2.7分,"潘玮柏,徐璐,黄柏钧,张峻宁,张轩睿,毛晓彤,恬妞,徐琦凯"
爆笑先森,3.0分,"崔志佳,潘斌龙,肖旭"
小李飞刀,4.0分,"焦恩俊,贾静雯,俞飞鸿,萧蔷,吴京,范冰冰,林利,郑佳欣,陈凯,高雄,任泉"
小女花不弃,2.0分,"林依晨,张彬彬,林柏宏"
北部湾人家,3.0分,"李雪健,刘莉莉,杜源,斓曦"
保姆妈妈,5.0分,"奚美娟,巫刚,张凯丽,高露"
不朽者,2.0分,张思帆 杨菲洋
小棉袄,3.0分,"刘芸,彭冠英,郑逸桐,陈思宇"
岁岁年年柿柿红,3.0分,"王茜华,沈行,于震,王挺"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
军人使命,3.0分,"任程伟,宋佳伦,张子健,黄若萌"
小楼又东风,3.0分,"严屹宽,宋轶,朱梓骁,李欣聪"
绝世千金,5.0分,"龚俊,郑湫泓,方逸伦,余凯宁"
半妖皇帝,3.0分,陈禹铭 安晨芯
十里桃花后传,3.0分,"宁心,李子峰"
绝命追踪,1.0分,"张博,蒋梦婕,金珈,刘圆媛,周绍栋,徐向东,杨雨婷,夏添,罗二羊"
班淑传奇,3.5分,"景甜,张哲瀚,李心艾,李佳航,李晟,付辛博,邓莎,张馨予,关晓彤,米热,恬妞,蒋依依,迪丽热巴,杨恭如,邱心志,王琳"
像我们一样年轻,4.0分,"陈翔,陈瑶,卢杉,刘恩佑"
向幸福出发,1.0分,"乔任梁,袁姗姗,袁文康,袁冰妍"
拜见宫主大人,6.0分,关智斌  孙雪宁  许镇耀  李诺
班长大人,8.0分,李凯馨  黄俊捷  戴景耀  邓欣  陆妍淇
巴啦啦小魔仙之飞越彩灵堡,5.0分,"吴佳佳,李旭乔,王心月"
巨兵长城传,5.0分,"苏尚卿,朱蓉蓉,文森,刘琮"
暗黑者2,3.5分,"郭京飞,甘露,李倩,张瑞涵"
暗黑者,3.0分,"郭京飞,李倩,经超,甘露"
绝地枪王,3.0分,"于毅,周扬,张鲁一,孙松"
绝地枪王2,5.0分,"徐洪浩,周扬,牛宝军,曹磊"
八分钟的温暖,2.0分,"陈汛,丁禹兮,姜卓君,朱丹妮"
向前一步是幸福,2.0分,"傅程鹏,刘晓洁,杨雪,何彦霓"
警犬来啦,3.7分,"杨蓉,贾景晖,梁缘,田小洁"
乡村爱情故事,2.0分,"于月仙,小沈阳,王小利,刘小光"
九州·海上牧云记,5.0分,"黄轩,窦骁,周一围,徐璐,文咏珊,张佳宁,王千源,蒋勤勤,芦芳生,万茜,张晓晨,张钧甯,李念,杜淳,俞灏明,彭冠英,孙坚,曹卫宇,阚清子,矢野浩二,蒋毅,冯嘉怡,霍政谚,赵魏,陈炳强,蔡鹭,高叶,何杜娟,李心艾,李子峰,热依扎,王思思,曲高位,张棪琰,张瑶,李凯馨,韩朴俊,宋允皓,游大庆"
警察锅哥,5.0分,"刘凯,刘洁涵,王海燕,冯国强"
乡村爱情进行曲,5.0分,"赵本山,贺树峰,毕畅,唐鉴军"
乡村爱情圆舞曲,5.0分,"王小利,赵本山,毕畅,小沈阳"
谈恋爱前先吃饭,2.5分,李振宁
少林寺之大漠英豪,5.0分,"鲍国安,计春华"
少林寺传奇2,3.0分,"元彪,林志颖,叶剑卫,孙颖歆,谢苗,梁家仁,午马,赵小锐,李渊,潘元甲,李冲"
金粉世家,2.0分,"陈坤,董洁,刘亦菲,寇振海,乔振宇,舒耀瑄,吴竞,潘星谊,朱铁,孙宁,刘茜,舒畅,王伯昭,迟帅,徐露,罗珊珊,黄爱玲,李乐"
谁寄锦书来,1.0分,"王昭,王婷,尚思琪,杨帆,高冠军,戴维,鲍伯宇,金赫宇"
解忧公主,5.0分,"张歆艺,袁弘,袁文康,叶青,姜晓冲,刘宇桥,张一鸾,武强,于波,赵慧仙"
解密,3.0分,"陈学冬,颖儿,郭京飞,印小天,经超,张哲瀚,安以轩,白庆琳,于波,高明,袁苑,李楠,孙骁潇,刘涛,王同辉,王燕阳,刘洁"
津门飞鹰,1.0分,"张子健,淳于珊珊,钟卫华,陶慧娜,康楷,邱辉,李俊琪,梁缘,杨棋珺,钱雁秋,王领,王心圣,杨增元,龚志学,王腾龙,徐悦,韩含,钱冠荣,吕帅,赵军凯,高秋山"
爱上北斗星男友,3.0分,"张铭恩,徐璐,任言恺,吴昕,迟嘉,段小薇,李俊辰,谢翔雅,徐洋,王培祎"
乡村爱情11,1.0分,"赵本山,狄龙,毕畅,贺树峰"
金陵往事,5.0分,"董洁,韩栋,于荣光,黄曼"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
啊，父老乡亲,3.9分,"孙涛,井星文,高明,斯琴高娃"
爱的阶梯,4.0分,"张睿,张檬,杨诚诚,霍政谚"
爱情上上签,2.0分,"闫肃,邓伦,孙怡,戴燕妮"
爱情珠宝,5.0分,"娄艺潇,毛林林,纳瓦·君拉纳拉,罗嘉良"
金牌投资人,4.0分,"张俪,杨旭文,陈龙,梁田"
插翅难逃,3.3分,"赵燕国彰,于慧,张寒,沈鱼"
姐妹新娘,1.0分,"郝蕾,于小伟,田丽,饶敏莉"
降龙伏虎小济公 第一季,2.0分,"张倬闻,邬靖靖,书亚信,丁汇宇"
降龙伏虎小济公 第二季,3.0分,"张倬闻,书亚信,邬靖靖,晏紫东"
无心法师,3.0分,"韩东君,金晨,陈瑶,张若昀"
剑侠,2.0分,"李宗翰,海陆,吴俊余,郑逸桐"
江湖恩仇录,4.0分,"东方闻樱,李德利,黄静,陈萍,李娜"
风流少年唐伯虎,1.0分,"黄晓明,何美钿,郑家榆,冯雷"
G12特别行动组——未来战士,2.0分,"任天野,李岷城,申军谊,方力申"
锦绣未央,2.0分,"唐嫣,罗晋,吴建豪,毛晓彤"
亲爱的活祖宗,4.0分,"陈哲远,董晴,戴向宇,王汀"
西游记续集,4.0分,"六小龄童,徐少华,迟重瑞,崔景富"
结爱·千岁大人的初恋,4.3分,"宋茜,黄景瑜,徐开骋,许芳铱"
无法拥抱的你 第二季,3.0分,"张予曦,邢昭林,戴景耀,徐开骋"
射雕英雄传,1.0分,"李亚鹏,周迅,周杰,蒋勤勤,阿斯茹"
江河水,2.0分,"秦昊,郭涛,车晓,阚清子"
见习法医,5.0分,"陈冰,朱富润,蒋思羽,郑家彬"
脊梁,5.0分,"刘小锋,李幼斌,任程伟,茹萍"
我的吸血鬼男友之极夜物语,4.0分,"公子青桑,四言,小梦"
卧底归来,10.0分,"李沁,林申,王培祎,刘奕君,傅晶,杨雨婷,言杰,张嘉译,汤镇业,张晨光,翟天临,王斑,钱晓蕴,申珉熙,李彦明"
我是特种兵,1.0分,"谷智鑫,徐佳,刘晓洁,任天野"
打狗棍,3.0分,"巍子,黑子,岳丽娜,高明,王奎荣,杨志刚,于毅,杨昆,宁文彤,于越,刘之冰,刘芊含,王靖云,陈洁,李梣溪,肖茵,张双利,刘智扬,牛宝军,尚国伟,黄卫,牛北壬,高亮,吴连生"
我要当空姐,3.0分,"陈楚河,白冰,谷智鑫,姜超"
我在锡林郭勒等你,5.0分,"黄圣依,杨子,林静,高梓淇"
我在大理寺当宠物,5.0分,"徐开骋,胡意旋,徐嘉苇,李奕增"
家庭秘密,4.0分,"荣蓉,陈锐,姜析源"
吃素的小爸,5.0分,"邵传勇,吕颂贤,何昊阳,温菁霞"
半妖倾城,5.0分,"张哲瀚,李一桐,米热,何瑞贤"
搭讪大师,4.0分,"施诗,王仁君"
我的隐形男友第二季,4.0分,"赵文俊,李水诺,杜岩,邢文杰"
城市恋人,4.0分,"崔智友,秦昊,张嘉倪,李东学"
将军家的小狐仙,3.6分,内详
花府小姐要出逃,2.1分,董岩磊
爱的厘米,3.6分,"佟丽娅,佟大为,许娣,韩童生,檀健次,郑合惠子,左小青,涂松岩,胡可,任正斌,姜妍,盖克"
天道,4.0分,王志文/左小青/曾红生/赵会南/施大生/姚金飞/
传闻中的陈芊芊,4.4分,"赵露思,丁禹兮,盛英豪,周紫馨,权沛伦,陈名豪"
天龙八部2021,3.4分,"杨祐宁,文咏珊,白澍,张天阳,苏青,何泓姗,高泰宇,邱心志,刘玉翠,黄奕,朱珠,马雅舒,刘美彤,孙雅丽,杜厚佳,曾一萱,孟丽,于荣光,韩成才,苗皓钧,朱晓渔,沈晓"
你是我的荣耀,4.2分,"迪丽热巴,杨洋,潘粤明,胡可,王彦霖,郑合惠子,金晨,吴倩,高露,涂松岩,季肖冰,孙雅丽"
理想之城,3.8分,"孙俪,赵又廷,于和伟,陈明昊,高叶,李传缨,张澍,李洪涛,赵君,钱漪,刘泊潇,杨超越,刘奕畅,任重,张天阳,代旭,张瑶,田昊,傅首尔"
周生如故,4.0分,"任嘉伦,白鹿,王星越,李宜儒,姚奕辰,周陆啦,苏梦芸,吴曼思,刘威葳,梁爱琪,傅隽,于洋,原若航,张诚航"
悬崖,3.2分,"张嘉译,宋佳,程煜,李洪涛"
我的吸血鬼男友,1.0分,"小梦,杀漠,醋醋,曲豆,竿竿,小恒,菜菜,闵轩"
嘀！男友卡,1.0分,"易恒,成果,马梓铭,石雪婧,李俊锋,刘芷微"
我是特种兵之利刃出鞘,4.0分,"吴京,徐佳,侯梦莎,侯勇"
我和两个他,3.0分,"张子枫,熊梓淇,刘剑羽,刘奕畅"
新边城浪子,1.0分,"朱一龙,于清斌,张馨予,贡米"
家有喜妇,2.0分,"袁姗姗,贾乃亮,陈小艺,高曙光"
城市传说,3.5分,"任茜贝,莫芷涵,滕洋铖,杨旻浩"
我站在桥上看风景,3.0分,"姜潮,李溪芮,庞瀚辰,何瑞贤"
第六天魔王,1.0分,内详
刀影,3.0分,"高云翔,吕夏,刘泊潇,张铁林"
马大帅Ⅱ,3.0分,"赵本山,宁静,范伟,艾敬,孟真,赵钢,汪萍"
调皮王妃,2.7分,"邓琳,苗韵桐,赵菲,高江"
我的隐形男友,5.0分,"赵文俊,李水诺,杜岩,邢文杰"
等你爱我,5.0分,"曹曦文,王凯,朱刚日尧,王澜,傅天骄,梁椰雯,孙熙,王妍之,孙傲,孙启超,贺镪"
地道女英雄,3.0分,"王雅捷,张桐,果靖霖,赵子惠,杨子骅,瑛子"
龙族的后裔,4.0分,"陈月末,许还山,霍青,李君峰"
等等啊我的青春,5.0分,"厉嘉琪,赵弈钦,李歌洋 Geyang Lee,许梦圆"
老中医,3.5分,"陈宝国,冯远征,许晴,陈月末"
雪地娘子军,3.0分,"王笛,邱胜翊,曹磊,牛宝军"
